0000.mp4,99.904846, 6.533572,74.766264
0001.mp4,99.749156, 5.683092,64.959696
0002.mp4,99.960811, 9.044011,83.849900
0003.mp4,99.937205, 9.418879,81.617375
0004.mp4,99.753309, 7.349711,68.818459
0005.mp4,99.023059, 5.798000,52.440233
0006.mp4,99.763645, 6.016183,66.316502
0007.mp4,91.199000, 3.439914,24.516678
0008.mp4,99.919788, 10.868861,81.644544
0009.mp4,99.878849, 6.619935,73.116804
0010.mp4,99.776768, 5.010729,64.143973
0011.mp4,99.779521, 12.455634,76.711799
0012.mp4,99.895916, 6.430553,73.900970
0013.mp4,98.535885, 3.687033,41.296807
0014.mp4,99.953371, 6.831704,80.114234
0015.mp4,99.854019, 6.806653,72.031467
0016.mp4,99.800698, 5.734842,67.105277
0017.mp4,99.968528, 11.566983,86.988376
0018.mp4,99.740353, 4.489602,61.116930
0019.mp4,99.868121, 9.552776,77.044068
0020.mp4,99.164684, 4.378997,49.470024
0021.mp4,99.746260, 7.613470,69.080891
0022.mp4,99.883596, 11.110596,79.613396
0023.mp4,99.902751, 9.609011,79.143128
0024.mp4,99.843824, 5.767477,69.249160
0025.mp4,99.416393, 6.463376,59.160216
0026.mp4,99.740538, 11.209782,74.184367
0027.mp4,99.817670, 7.830272,72.141957
0028.mp4,99.636870, 10.285465,70.377786
0029.mp4,99.877188, 7.366602,74.371767
0030.mp4,99.931431, 6.996689,77.881559
0031.mp4,99.849874, 10.860421,77.685619
0032.mp4,99.572518, 8.329344,65.917272
0033.mp4,99.355498, 7.404143,60.367525
0034.mp4,99.897028, 8.760965,77.715726
0035.mp4,99.919280, 10.631835,81.380195
0036.mp4,99.720662, 6.688530,66.400990
0037.mp4,98.542947, 7.363421,52.402499
0038.mp4,99.874414, 9.218701,76.957178
0039.mp4,99.945440, 9.264023,82.263051
0040.mp4,99.892815, 7.455438,75.516800
0041.mp4,99.953787, 6.717258,79.993444
0042.mp4,99.757085, 7.412895,69.068238
0043.mp4,99.759586, 9.027620,71.877268
0044.mp4,99.630420, 8.218340,66.987339
0045.mp4,99.887803, 10.431971,79.142737
0046.mp4,99.792011, 7.332905,70.198633
0047.mp4,97.378886, 5.563959,42.067365
0048.mp4,99.882315, 5.278619,70.369735
0049.mp4,99.893751, 9.886952,78.890516
0050.mp4,97.608519, 3.200581,34.615234
0051.mp4,98.708171, 2.929642,38.998122
0052.mp4,99.145760, 5.606754,53.214257
0053.mp4,97.668359, 3.268275,35.144780
0054.mp4,98.251296, 2.531802,34.101828
0055.mp4,98.794119, 3.061615,40.311499
0056.mp4,99.950074, 9.795222,83.292378
0057.mp4,99.925128, 9.639007,80.808968
0058.mp4,99.075617, 5.855153,53.140764
0059.mp4,99.665476, 7.833435,67.144835
0060.mp4,99.945001, 9.827028,82.792134
0061.mp4,99.759122, 5.325082,64.361116
0062.mp4,99.802886, 9.182845,73.640507
0063.mp4,99.726621, 3.556997,57.053574
0064.mp4,99.348365, 6.973372,59.316507
0065.mp4,99.749585, 8.848651,71.280431
0066.mp4,99.789246, 7.284992,70.000090
0067.mp4,99.659673, 4.697475,59.277585
0068.mp4,99.860516, 9.073132,76.028713
0069.mp4,97.713428, 5.886820,44.301035
0070.mp4,99.284607, 7.292506,59.142483
0071.mp4,98.814254, 3.514728,42.586161
0072.mp4,99.852257, 7.491379,73.191337
0073.mp4,97.328310, 6.008898,43.098948
0074.mp4,99.483267, 4.244394,53.674683
0075.mp4,99.944837, 10.839325,83.706320
0076.mp4,99.173235, 2.975300,43.488270
0077.mp4,99.306085, 5.692535,55.482463
0078.mp4,97.173744, 6.206837,43.063119
0079.mp4,99.389482, 6.328638,58.399280
0080.mp4,95.785641, 7.974906,43.145132
0081.mp4,99.177370, 5.317804,52.732256
0082.mp4,99.899020, 5.620091,72.415014
0083.mp4,99.402468, 7.558337,61.397830
0084.mp4,99.654965, 11.327393,72.139020
0085.mp4,98.828931, 7.579911,55.021660
0086.mp4,99.494587, 8.756977,65.191678
0087.mp4,93.858585, 2.069381,21.551735
